0 0.778052	0.856736	0.16089	0.721303	0.163098
0.1 0.778052	0.856734	0.16089	0.721303	0.163098
0.2 0.778045	0.85673	0.160899	0.721296	0.163105
0.3 0.778028	0.856695	0.160948	0.721255	0.163153
0.4 0.777952	0.856605	0.161107	0.721125	0.163297
0.5 0.777778	0.856406	0.161452	0.720841	0.163615
0.6 0.777409	0.856064	0.162075	0.720326	0.164188
0.7 0.776775	0.855534	0.163055	0.719514	0.16508
0.8 0.775787	0.854777	0.164463	0.718348	0.166341
0.9 0.774369	0.853767	0.166334	0.716799	0.167992
1 0.772444	0.852485	0.168686	0.714853	0.170032
1.1 0.769973	0.850915	0.171502	0.712534	0.172435
1.2 0.766909	0.849044	0.17475	0.709867	0.175171
1.3 0.763259	0.84685	0.178376	0.706924	0.178201
1.4 0.759021	0.844309	0.182326	0.703755	0.181499
1.5 0.754232	0.841385	0.186545	0.700426	0.185046
1.6 0.748918	0.838038	0.19099	0.69699	0.188841
1.7 0.743128	0.834221	0.195626	0.693494	0.192893
1.8 0.736886	0.829889	0.200441	0.689963	0.19722
1.9 0.730226	0.824991	0.205434	0.686411	0.201849
2 0.723149	0.81949	0.210633	0.682828	0.206802
2.1 0.715658	0.813348	0.216072	0.679189	0.212107
2.2 0.707727	0.806537	0.221812	0.675452	0.217775
2.3 0.699329	0.799041	0.227905	0.671571	0.223831
2.4 0.69041	0.790857	0.234424	0.667479	0.230281
2.5 0.680933	0.781985	0.24143	0.663126	0.237139
2.6 0.670839	0.772442	0.248991	0.658443	0.244412
2.7 0.660101	0.762244	0.257158	0.653376	0.252118
2.8 0.648682	0.751419	0.265981	0.647871	0.260271
2.9 0.636588	0.739989	0.275499	0.641887	0.268892
3 0.623825	0.727985	0.285738	0.635386	0.278006
3.1 0.610447	0.715424	0.29672	0.628347	0.287639
3.2 0.59651	0.702333	0.308458	0.620751	0.29782
3.3 0.582123	0.688714	0.320966	0.612588	0.308587
3.4 0.567391	0.674583	0.334251	0.603855	0.319977
3.5 0.552464	0.659927	0.348328	0.594557	0.332028
3.6 0.537487	0.644739	0.363216	0.5847	0.344779
3.7 0.522634	0.628993	0.378928	0.574309	0.358282
3.8 0.508051	0.612677	0.395481	0.563411	0.372575
3.9 0.493902	0.595769	0.412879	0.552061	0.387706
4 0.480325	0.57826	0.431137	0.540308	0.403711
4.1 0.467442	0.560156	0.450242	0.528239	0.420617
4.2 0.455335	0.541481	0.470153	0.515969	0.438444
4.3 0.444065	0.522294	0.490818	0.503601	0.457192
4.4 0.433646	0.502677	0.512133	0.49131	0.47684
4.5 0.424064	0.482767	0.533974	0.479232	0.497349
4.6 0.41527	0.462716	0.55617	0.467544	0.518655
4.7 0.407188	0.442716	0.578534	0.456409	0.540664
4.8 0.399724	0.422975	0.600852	0.445965	0.56327
4.9 0.39277	0.403728	0.622908	0.436314	0.586343
5 0.386227	0.385187	0.644493	0.427514	0.609744
5.1 0.379991	0.36759	0.665421	0.419538	0.63333
5.2 0.373976	0.351138	0.68553	0.412309	0.656958
5.3 0.368104	0.336041	0.704682	0.405678	0.680482
5.4 0.362313	0.322496	0.722753	0.399459	0.703761
5.5 0.356541	0.310729	0.739626	0.393424	0.726637
5.6 0.35073	0.300982	0.75515	0.387371	0.748943
5.7 0.344808	0.293553	0.769146	0.381127	0.770451
5.8 0.338702	0.288751	0.781387	0.374606	0.790893
5.9 0.332327	0.286905	0.791612	0.367822	0.809911
6 0.325625	0.288266	0.79957	0.360921	0.827072
6.1 0.31855	0.292969	0.805067	0.354148	0.841872
6.2 0.311139	0.300885	0.808068	0.347845	0.853771
6.3 0.303477	0.31158	0.808745	0.342397	0.86224
6.4 0.295764	0.324212	0.807564	0.33818	0.866846
6.5 0.288246	0.337567	0.805277	0.335488	0.867325
6.6 0.281248	0.350093	0.80289	0.334493	0.863675
6.7 0.275062	0.36009	0.801546	0.335193	0.856199
6.8 0.269945	0.365893	0.802349	0.337411	0.845555
6.9 0.266	0.366148	0.806173	0.340801	0.832705
7 0.263194	0.360018	0.813458	0.344894	0.818871
7.1 0.26128	0.347369	0.824079	0.349152	0.805394
7.2 0.259881	0.328795	0.837295	0.353037	0.793621
7.3 0.258501	0.305566	0.851819	0.356071	0.78472
7.4 0.256671	0.279412	0.865982	0.35789	0.779594
7.5 0.25398	0.252278	0.877984	0.35827	0.778766
7.6 0.250231	0.226017	0.886165	0.357137	0.782373
7.7 0.245404	0.202185	0.88925	0.354558	0.790164
7.8 0.239731	0.181867	0.886523	0.35072	0.801589
7.9 0.233571	0.165669	0.877899	0.345899	0.81586
8 0.227393	0.153764	0.863902	0.340437	0.832057
8.1 0.221623	0.146027	0.845558	0.334711	0.849175
8.2 0.216613	0.142152	0.824256	0.329115	0.86619
8.3 0.212555	0.141757	0.801595	0.324037	0.882074
8.4 0.209519	0.144406	0.779248	0.319846	0.895823
8.5 0.207444	0.149609	0.758855	0.316865	0.906477
8.6 0.206251	0.15676	0.741934	0.31536	0.913181
8.7 0.205847	0.165129	0.729796	0.315511	0.915242
8.8 0.206234	0.17385	0.723455	0.317414	0.912227
8.9 0.207461	0.182017	0.723537	0.321058	0.90404
9 0.209669	0.188788	0.730179	0.326342	0.890996
9.1 0.21299	0.193542	0.742964	0.333081	0.873831
9.2 0.217562	0.195991	0.760906		
