0 0.626772	0.612581	0.424868	0.424868	0.612581
0.1 0.626772	0.612581	0.424868	0.424868	0.612581
0.2 0.626763	0.612571	0.424877	0.424877	0.612567
0.3 0.626756	0.612496	0.424932	0.424931	0.612497
0.4 0.626675	0.612277	0.4251	0.425102	0.612274
0.5 0.626472	0.611792	0.425488	0.425482	0.611795
0.6 0.626009	0.610914	0.4262	0.426196	0.610914
0.7 0.625173	0.609491	0.427374	0.427367	0.609495
0.8 0.62379	0.607384	0.429138	0.429133	0.607387
0.9 0.62171	0.604455	0.431621	0.431616	0.604458
1 0.618757	0.600587	0.434929	0.434929	0.60059
1.1 0.614787	0.59569	0.439154	0.439152	0.595691
1.2 0.609661	0.589697	0.444348	0.444345	0.5897
1.3 0.603282	0.582587	0.45053	0.45053	0.582586
1.4 0.595583	0.574359	0.457686	0.457688	0.574358
1.5 0.586549	0.565061	0.465755	0.465761	0.565055
1.6 0.576207	0.554764	0.474643	0.47465	0.55476
1.7 0.564643	0.54358	0.484211	0.484221	0.543571
1.8 0.551989	0.531637	0.494292	0.494298	0.531631
1.9 0.53843	0.519104	0.504673	0.504688	0.519091
2 0.524195	0.506145	0.515144	0.515154	0.506138
2.1 0.509537	0.492964	0.525453	0.525463	0.492953
2.2 0.494751	0.479745	0.535361	0.535364	0.479743
2.3 0.480122	0.4667	0.544618	0.544623	0.466697
2.4 0.465943	0.454016	0.553003	0.553002	0.454024
2.5 0.452472	0.441888	0.560306	0.560311	0.441893
2.6 0.439948	0.430481	0.566359	0.566376	0.430495
2.7 0.428533	0.419961	0.571049	0.571066	0.419968
2.8 0.418358	0.41045	0.574292	0.57431	0.410463
2.9 0.409447	0.40207	0.57607	0.576084	0.402077
3 0.401784	0.394902	0.576409	0.576421	0.394912
3.1 0.395240395240395	0.389021389021389	0.575391575391575	0.575404575404575	0.389018389018389
3.2 0.38968438968439	0.384442384442384	0.573149573149573	0.573161573161573	0.384445384445384
3.3 0.384874384874385	0.381198381198381	0.56984956984957	0.56985156985157	0.381189381189381
3.4 0.380611380611381	0.379251379251379	0.565683565683566	0.565679565679566	0.379248379248379
3.5 0.376628376628377	0.378572378572379	0.560870560870561	0.560861560861561	0.378559378559379
3.6 0.372757372757373	0.379062379062379	0.555636555636556	0.555623555623556	0.379057379057379
