0 0.949618	0.926464	0.171338	0.783786	0.159872
0.1 0.949619	0.926464	0.171338	0.783786	0.159871
0.2 0.949588	0.926441	0.171375	0.783758	0.159896
0.3 0.949506	0.926306	0.171593	0.783586	0.160091
0.4 0.949149	0.925899	0.172259	0.783064	0.160666
0.5 0.948351	0.925009	0.173716	0.781914	0.161946
0.6 0.946804	0.923402	0.17635	0.779841	0.164224
0.7 0.944332	0.920843	0.180522	0.776557	0.167803
0.8 0.940672	0.917115	0.186551	0.771831	0.172868
0.9 0.93572	0.912023	0.194678	0.765503	0.179573
1 0.929263	0.905395	0.205075	0.757503	0.187953
1.1 0.921199	0.897069	0.217836	0.747848	0.198039
1.2 0.911244	0.886895	0.233005	0.736634	0.209803
1.3 0.899172	0.874698	0.250598	0.724014	0.223263
1.4 0.884519	0.860304	0.270614	0.710188	0.238428
1.5 0.866861	0.843486	0.29305	0.695383	0.255373
1.6 0.845543	0.824021	0.317923	0.679811	0.274184
1.7 0.819966	0.801634	0.345236	0.6637	0.294979
1.8 0.78938	0.776082	0.374978	0.647251	0.317868
1.9 0.753185	0.747114	0.40709	0.630645	0.342932
2 0.710836	0.714574	0.441426	0.614036	0.370189
2.1 0.662148	0.678382	0.4777	0.597549	0.39953
2.2 0.607364	0.638662	0.515437	0.581273	0.430724
2.3 0.547405	0.595711	0.553943	0.565271	0.463311
2.4 0.484077	0.550147	0.59225	0.549558	0.496679
2.5 0.420085	0.502845	0.629193	0.534121	0.529941
2.6 0.359165359165359	0.454985454985455	0.663397663397663	0.518923518923519	0.562145562145562
2.7 0.305541305541306	0.408022408022408	0.693515693515694	0.503859503859504	0.592229592229592
2.8 0.263643263643264	0.363506363506364	0.718299718299718	0.488878488878489	0.619317619317619
2.9 0.236911236911237	0.323075323075323	0.736911736911737	0.473919473919474	0.642783642783643
3 0.227064227064227	0.288105288105288	0.749107749107749	0.459021459021459	0.662568662568663
3.1 0.232974232974233	0.25976825976826	0.755378755378755	0.444300444300444	0.679126679126679
3.2 0.25035525035525	0.238667238667239	0.756923756923757	0.43012443012443	0.693585693585694
3.3 0.272130272130272	0.224974224974225	0.755592755592756	0.417033417033417	0.707274707274707
3.4 0.289772579545159	0.218351436702873	0.753412506825014	0.405823811647623	0.721553443106886
3.5 0.295514591029182	0.218195436390873	0.752271504543009	0.39739079478159	0.737041474082948
3.6 0.284773854321563	0.223774671324014	0.75336926010778	0.392702178106534	0.75337326011978
3.7 0.257842031368125	0.234488937955752	0.756952027808111	0.39252457009828	0.7687260749043
3.8 0.22041110205551	0.249976249881249	0.762168810844054	0.397345986729934	0.780207901039505
3.9 0.18193909163455	0.270160620963726	0.767362604175625	0.407104442626656	0.784242705456233
4 0.152864222913783	0.295106360850887	0.770506164049312	0.421170369362955	0.77765022120177
4.1 0.141015269137422	0.324775922983307	0.769823928415356	0.438320944888504	0.758473826264436
4.2 0.148973489734897	0.358688586885869	0.764310643106431	0.456919569195692	0.726783267832678
4.3 0.17305590361494	0.39570535275888	0.754043294476239	0.475157226729494	0.684811532926862
4.4 0.20472045664548	0.433847206166474	0.740155881870582	0.491350896210755	0.63659863918367
4.5 0.233213031769413	0.470391115084496	0.724508418609442	0.504225554932214	0.58715863306223
4.6 0.24938949145288	0.502135029890418	0.709169928378997	0.513083183164564	0.541412579776117
4.7 0.248040472566616	0.52581436140106	0.69586574212039	0.517877250281504	0.503329046606653
4.8 0.229585214192999	0.538639540953573	0.685547597666367	0.519111267557746	0.475309654335161
4.9 0.199205788881044	0.53872454214359	0.678210494946929	0.517662247271462	0.458121413699792
5 0.165307479612194	0.525434881523223	0.672911093666405	0.514545718185773	0.451128766931504
5.1 0.13706605599084	0.499543493152397	0.668018020270304	0.510686660299905	0.452788791831877
5.2 0.122280834212513	0.463166947504213	0.661577923668855	0.506720600809012	0.461164917473762
5.3 0.126032890493357	0.419564293464402	0.651651774776622	0.502926543898158	0.474361115416731
5.4 0.15004625069376	0.37270959064386	0.636655549833248	0.499227488412326	0.490766361495422
5.5 0.193008895133427	0.326949904248564	0.615559233388501	0.495267429011435	0.509091636374546
5.6 0.251307769616544	0.286558298374476	0.587991819877298	0.490464356965354	0.528350925263879
5.7 0.319916798751981	0.25528782931744	0.554275314129712	0.484286264293964	0.547675215128227
5.8 0.393431294900718	0.236185778972464	0.515324245187923	0.47628762060193	0.566205059280949
5.9 0.466594465511448	0.231111697787165	0.472554560872974	0.466306460903374	0.583108329733276
6 0.535149097534658	0.240922095675627	0.427801272621635	0.454438725458333	0.597209152555593
6.1 0.595626721280983	0.265064771165881	0.383127896302133	0.441214941868954	0.607461934314818
6.2 0.645912272333174	0.302000738014022	0.34069147313799	0.427536123186341	0.612546638386129
6.3 0.684786380513991	0.349053330119933	0.30256235380943	0.414598706572838	0.611544842441691
6.4 0.712119090858181	0.403030672736146	0.270495491891805	0.403847692344616	0.60361048665168
6.5 0.728453668249043	0.460284427679547	0.24573363480814	0.396729711702216	0.588482889038004
6.6 0.735190790914518	0.517374038595196	0.228764091686842	0.394638233785247	0.566220552837138
6.7 0.733962422647215	0.571249564984339	0.219370897352305	0.398571348568548	0.537714357716878
6.8 0.726772524446027	0.619702027485154	0.21642308976977	0.409091181829637	0.504279179725548
6.9 0.715594064109141	0.661332405287859	0.21815068938378	0.425965872327744	0.467836924009276
7 0.702188322546063	0.695893970062323	0.222363452353332	0.448173097693471	0.430469106269951
7.1 0.687808395354093	0.72370076425044	0.226745965233705	0.473920278738397	0.394557040764691
7.2 0.673054825221542	0.745465400835864	0.229395663466087	0.50083156403043	0.36233089947926
7.3 0.657743539174987	0.761991817271737	0.228979379164746	0.52610282315126	0.335996903724431
7.4 0.641225046179757	0.77379870126623	0.224996174605984	0.547002341241148	0.31739369155023
7.5 0.622722481252788	0.781033161913106	0.217604677351928	0.561229225048556	0.308112357258156
7.6 0.602098283268241	0.783514774494557	0.207514014391943	0.567339590844764	0.30921974466553
7.7 0.580391219465359	0.780853689760844	0.195594730399021	0.564930869492163	0.321198822220978
7.8 0.560269245771781	0.77267335447026	0.182662052548933	0.554761309422602	0.343667423461989
7.9 0.545816159254099	0.758659386624072	0.169375011877245	0.538600795550359	0.375359943029232
8 0.541741140416066	0.738671905084352	0.156376369908571	0.518897411764235	0.41400569917973
8.1 0.552347830609718	0.712611050097322	0.144479652401443	0.498350627241757	0.456652203397968
8.2 0.579981515489779	0.68047803664094	0.134891913626925	0.479466989945547	0.499971993166333
8.3 0.62435195586048	0.642421672056407	0.129259736791303	0.464215160156801	0.540784144661757
8.4 0.681922210530106	0.598908298690439	0.129486738339782	0.453822254942364	0.576503114859701
8.5 0.746585256309586	0.551111373409662	0.137371975244796	0.448749586129564	0.605350156895657
8.6 0.810637433779869	0.500922280373233	0.15412385365151	0.448848449928778	0.626511459483683
8.7 0.866177712157042	0.451214583808483	0.179989876801069	0.453549321585621	0.639885203724377
8.8 0.906503520147568	0.405428169583284	0.214159816100049	0.462135656223929	0.645857549561157
8.9 0.926924519714104	0.36738507399979	0.254684319246948	0.473902757423737	0.645014079716705
9 0.925365400332314	0.340544806868756	0.299030567484647	0.488259472999239	0.637864787622154
9.1 0.902189766418246	0.327601660581203	0.344286500275096	0.504722652928525	0.624870704746661
9.2 0.859816094529653	0.329896443133756	0.387912096706428		
